hgnc	Prediction
SH3BP5L	Cytoplasm
SH3D19	Cytoplasm
SH3GL2	Cytoplasm
SH3GLB2	Cytoplasm
SH3KBP1	Cytoplasm
SH3PXD2A	Cytoplasm
SH3PXD2B	Cytoplasm
SH3RF1	Nucleus
SH3RF3	Cell_membrane
SH3TC1	Cytoplasm
SH3YL1	Cytoplasm
SHANK1	Cytoplasm
SHANK3	Cytoplasm
SHARPIN	Cytoplasm
SHB	Nucleus
SHC2	Cytoplasm
SHCBP1	Cytoplasm
SHCBP1L	Cytoplasm
SHD	Nucleus
SHE	Mitochondrion
SHF	Cytoplasm
SHH	Extracellular
SHISA2	Cell_membrane
SHISA3	Cell_membrane
SHISA4	Cell_membrane
SHISA6	Cell_membrane
SHISA7	Cell_membrane
SHISA9	Cell_membrane
SHMT1	Cytoplasm
SHOC2	Nucleus
SHOX	Nucleus
SHOX2	Nucleus
SHPRH	Nucleus
SHQ1	Cytoplasm
SHROOM1	Cytoplasm
SHROOM2	Cytoplasm
SHROOM4	Cytoplasm
SI	Cell_membrane
SIAH1	Cytoplasm
SIAH2	Cytoplasm
SIAH3	Mitochondrion
SIDT1	Lysosome/Vacuole
SIDT2	Lysosome/Vacuole
SIGIRR	Cell_membrane
SIGLEC11	Cell_membrane
SIGLEC12	Cell_membrane
SIGLEC14	Cell_membrane
SIGLEC15	Cell_membrane
SIGLEC5	Cell_membrane
SIGLEC8	Cell_membrane
SIGLEC9	Cell_membrane
SIGLECL1	Cell_membrane
SIGMAR1	Endoplasmic_reticulum
SIK1	Cytoplasm
SIK2	Cytoplasm
SIKE1	Cytoplasm
SIL1	Endoplasmic_reticulum
SIM1	Cytoplasm
SIM2	Nucleus
SIN3A	Nucleus
SIN3B	Nucleus
SIPA1	Cytoplasm
SIPA1L1	Cytoplasm
SIPA1L2	Cytoplasm
SIPA1L3	Cytoplasm
SIRPA	Cell_membrane
SIRPB1	Cell_membrane
SIRPD	Extracellular
SIRPG	Cell_membrane
SIRT1	Nucleus
SIRT2	Cytoplasm
SIRT4	Mitochondrion
SIRT6	Nucleus
SIRT7	Nucleus
SIT1	Cell_membrane
SIX1	Nucleus
SIX2	Nucleus
SIX3	Nucleus
SIX4	Nucleus
SIX5	Nucleus
SIX6	Nucleus
SKA1	Cytoplasm
SKAP1	Cytoplasm
SKAP2	Cytoplasm
SKI	Cytoplasm
SKIV2L	Cytoplasm
SKIV2L2	Nucleus
SKP1	Nucleus
SLAIN1	Cytoplasm
SLAIN2	Cytoplasm
SLAMF6	Cell_membrane
SLAMF8	Cell_membrane
SLAMF9	Cell_membrane
SLBP	Nucleus
SLC10A1	Cell_membrane
SLC10A2	Cell_membrane
SLC10A3	Lysosome/Vacuole
SLC10A4	Cell_membrane
SLC10A5	Endoplasmic_reticulum
SLC10A6	Cell_membrane
SLC12A1	Cell_membrane
SLC12A2	Cell_membrane
SLC12A3	Cell_membrane
SLC12A4	Cell_membrane
SLC12A5	Cell_membrane
SLC12A6	Cell_membrane
SLC12A7	Cell_membrane
SLC12A9	Cell_membrane
SLC13A1	Cell_membrane
SLC13A2	Cell_membrane
SLC13A4	Cell_membrane
SLC13A5	Cell_membrane
SLC14A1	Cell_membrane
SLC14A2	Cell_membrane
SLC15A1	Cell_membrane
SLC15A2	Cell_membrane
SLC15A3	Lysosome/Vacuole
SLC15A5	Lysosome/Vacuole
SLC16A1	Cell_membrane
SLC16A10	Cell_membrane
SLC16A11	Cell_membrane
SLC16A13	Lysosome/Vacuole
SLC16A2	Cell_membrane
SLC16A3	Cell_membrane
SLC16A5	Cell_membrane
SLC16A6	Cell_membrane
SLC16A7	Cell_membrane
SLC16A8	Cell_membrane
SLC16A9	Cell_membrane
SLC17A1	Cell_membrane
SLC17A2	Cell_membrane
SLC17A4	Cell_membrane
SLC17A5	Cell_membrane
SLC17A6	Lysosome/Vacuole
SLC17A7	Cell_membrane
SLC17A8	Cell_membrane
SLC18A1	Cell_membrane
SLC18A3	Cell_membrane
SLC18B1	Cell_membrane
SLC19A3	Lysosome/Vacuole
SLC1A1	Lysosome/Vacuole
SLC1A3	Cell_membrane
SLC1A5	Lysosome/Vacuole
SLC20A1	Cell_membrane
SLC20A2	Cell_membrane
SLC22A1	Cell_membrane
SLC22A11	Cell_membrane
SLC22A13	Cell_membrane
SLC22A14	Cell_membrane
SLC22A15	Lysosome/Vacuole
SLC22A17	Cell_membrane
SLC22A18	Cell_membrane
SLC22A18AS	Nucleus
SLC22A2	Cell_membrane
SLC22A23	Cell_membrane
SLC22A25	Lysosome/Vacuole
SLC22A3	Cell_membrane
SLC22A4	Endoplasmic_reticulum
SLC22A5	Endoplasmic_reticulum
SLC22A6	Cell_membrane
SLC22A9	Endoplasmic_reticulum
SLC23A2	Cell_membrane
SLC23A3	Cell_membrane
SLC24A1	Endoplasmic_reticulum
SLC24A2	Cell_membrane
SLC24A3	Lysosome/Vacuole
SLC24A5	Lysosome/Vacuole
SLC25A1	Mitochondrion
SLC25A10	Mitochondrion
SLC25A11	Mitochondrion
SLC25A12	Mitochondrion
SLC25A13	Mitochondrion
SLC25A14	Mitochondrion
SLC25A15	Mitochondrion
SLC25A16	Mitochondrion
SLC25A17	Peroxisome
SLC25A18	Mitochondrion
SLC25A19	Mitochondrion
SLC25A2	Mitochondrion
SLC25A20	Mitochondrion
SLC25A21	Mitochondrion
SLC25A22	Mitochondrion
SLC25A24	Mitochondrion
SLC25A27	Mitochondrion
SLC25A28	Mitochondrion
SLC25A3	Mitochondrion
SLC25A30	Mitochondrion
SLC25A31	Mitochondrion
SLC25A32	Mitochondrion
SLC25A33	Mitochondrion
SLC25A34	Mitochondrion
SLC25A35	Mitochondrion
SLC25A36	Mitochondrion
SLC25A37	Mitochondrion
SLC25A38	Mitochondrion
SLC25A39	Mitochondrion
SLC25A4	Mitochondrion
SLC25A40	Mitochondrion
SLC25A42	Mitochondrion
SLC25A43	Mitochondrion
SLC25A44	Mitochondrion
SLC25A45	Mitochondrion
SLC25A46	Mitochondrion
SLC25A47	Mitochondrion
SLC25A5	Mitochondrion
SLC25A51	Mitochondrion
SLC25A53	Mitochondrion
SLC25A6	Mitochondrion
SLC26A11	Lysosome/Vacuole
SLC26A2	Cell_membrane
SLC26A3	Cell_membrane
SLC26A6	Cell_membrane
SLC26A7	Cell_membrane
SLC26A9	Cell_membrane
SLC27A2	Endoplasmic_reticulum
SLC27A3	Endoplasmic_reticulum
SLC27A5	Endoplasmic_reticulum
SLC27A6	Endoplasmic_reticulum
SLC28A2	Cell_membrane
SLC28A3	Cell_membrane
SLC29A1	Cell_membrane
SLC29A4	Cell_membrane
SLC2A1	Cell_membrane
SLC2A10	Cell_membrane
SLC2A11	Cell_membrane
SLC2A12	Cell_membrane
SLC2A13	Cell_membrane
SLC2A14	Cell_membrane
SLC2A2	Cell_membrane
SLC2A3	Cell_membrane
SLC2A4	Cell_membrane
SLC2A5	Cell_membrane
SLC2A6	Cell_membrane
SLC2A7	Cell_membrane
SLC2A8	Cell_membrane
SLC2A9	Cell_membrane
SLC30A1	Cell_membrane
SLC30A10	Cell_membrane
SLC30A2	Lysosome/Vacuole
SLC30A3	Cell_membrane
SLC30A4	Lysosome/Vacuole
SLC30A7	Lysosome/Vacuole
SLC30A8	Lysosome/Vacuole
SLC30A9	Mitochondrion
SLC31A1	Cell_membrane
SLC31A2	Endoplasmic_reticulum
SLC32A1	Lysosome/Vacuole
SLC33A1	Cell_membrane
SLC34A1	Cell_membrane
SLC34A2	Cell_membrane
SLC34A3	Cell_membrane
SLC35A2	Cell_membrane
SLC35A5	Cell_membrane
SLC35B2	Endoplasmic_reticulum
SLC35B4	Golgi_apparatus
SLC35C2	Golgi_apparatus
SLC35D2	Golgi_apparatus
SLC35D3	Cell_membrane
SLC35E2	Endoplasmic_reticulum
SLC35E2B	Cell_membrane
SLC35E3	Golgi_apparatus
SLC35E4	Cell_membrane
SLC35F1	Lysosome/Vacuole
SLC35F3	Cell_membrane
SLC35F6	Cell_membrane
SLC35G1	Cell_membrane
SLC35G2	Lysosome/Vacuole
SLC35G3	Cell_membrane
SLC35G4	Cell_membrane
SLC35G5	Cell_membrane
SLC35G6	Cell_membrane
SLC36A1	Cell_membrane
SLC36A4	Cell_membrane
SLC37A1	Endoplasmic_reticulum
SLC37A3	Endoplasmic_reticulum
SLC38A1	Cell_membrane
SLC38A10	Cell_membrane
SLC38A11	Cell_membrane
SLC38A2	Cell_membrane
SLC38A3	Cell_membrane
SLC38A4	Cell_membrane
SLC38A5	Cell_membrane
SLC38A6	Cell_membrane
SLC38A8	Cell_membrane
SLC39A11	Cell_membrane
SLC39A13	Cell_membrane
SLC39A14	Cell_membrane
SLC39A4	Cell_membrane
SLC39A5	Cell_membrane
SLC39A6	Cell_membrane
SLC39A7	Cell_membrane
SLC3A2	Endoplasmic_reticulum
SLC40A1	Cell_membrane
SLC41A1	Cell_membrane
SLC41A2	Lysosome/Vacuole
SLC41A3	Cell_membrane
SLC43A1	Cell_membrane
SLC43A2	Cell_membrane
SLC43A3	Cell_membrane
SLC44A1	Cell_membrane
SLC44A2	Cell_membrane
SLC44A3	Cell_membrane
SLC45A1	Cell_membrane
SLC45A3	Cell_membrane
SLC46A1	Lysosome/Vacuole
SLC46A2	Lysosome/Vacuole
SLC46A3	Cell_membrane
SLC47A1	Cell_membrane
SLC48A1	Endoplasmic_reticulum
SLC4A1	Lysosome/Vacuole
SLC4A1AP	Nucleus
SLC4A2	Cell_membrane
SLC4A3	Cell_membrane
SLC4A4	Cell_membrane
SLC4A5	Cell_membrane
SLC4A8	Cell_membrane
SLC4A9	Cell_membrane
SLC50A1	Endoplasmic_reticulum
SLC51A	Cell_membrane
SLC51B	Cell_membrane
SLC52A2	Cell_membrane
SLC52A3	Cell_membrane
SLC5A1	Cell_membrane
SLC5A10	Cell_membrane
SLC5A11	Cell_membrane
SLC5A12	Cell_membrane
SLC5A2	Cell_membrane
SLC5A4	Cell_membrane
SLC5A5	Cell_membrane
SLC5A6	Cell_membrane
SLC5A7	Cell_membrane
SLC5A8	Cell_membrane
SLC5A9	Cell_membrane
SLC6A1	Cell_membrane
SLC6A11	Cell_membrane
SLC6A12	Cell_membrane
SLC6A14	Cell_membrane
SLC6A16	Cell_membrane
SLC6A17	Cell_membrane
SLC6A18	Cell_membrane
SLC6A19	Cell_membrane
SLC6A2	Cell_membrane
SLC6A20	Cell_membrane
SLC6A3	Cell_membrane
SLC6A4	Cell_membrane
SLC6A5	Cell_membrane
SLC6A6	Cell_membrane
SLC6A7	Cell_membrane
SLC6A9	Cell_membrane
SLC7A1	Cell_membrane
SLC7A10	Cell_membrane
SLC7A11	Cell_membrane
SLC7A13	Cell_membrane
SLC7A14	Lysosome/Vacuole
SLC7A2	Cell_membrane
SLC7A3	Cell_membrane
SLC7A4	Cell_membrane
SLC7A5	Cell_membrane
SLC7A6	Cell_membrane
SLC7A6OS	Nucleus
SLC7A7	Cell_membrane
SLC7A8	Cell_membrane
SLC7A9	Cell_membrane
SLC8A1	Lysosome/Vacuole
SLC8A2	Cell_membrane
SLC8B1	Cell_membrane
SLC9A1	Cell_membrane
SLC9A2	Cell_membrane
SLC9A3	Cell_membrane
SLC9A4	Cell_membrane
SLC9A5	Cell_membrane
SLC9A6	Lysosome/Vacuole
SLC9A7	Lysosome/Vacuole
SLC9A9	Lysosome/Vacuole
SLC9B2	Cell_membrane
SLC9C1	Cell_membrane
SLC9C2	Lysosome/Vacuole
SLCO1A2	Cell_membrane
SLCO1B1	Cell_membrane
SLCO1B3	Cell_membrane
SLCO1B7	Cell_membrane
SLCO1C1	Cell_membrane
SLCO2A1	Cell_membrane
SLCO3A1	Cell_membrane
SLCO4A1	Cell_membrane
SLCO4C1	Cell_membrane
SLCO5A1	Cell_membrane
SLCO6A1	Cell_membrane
SLF2	Nucleus
SLFN11	Cytoplasm
SLFN12	Cytoplasm
SLFN12L	Endoplasmic_reticulum
SLFN13	Cytoplasm
SLFN14	Cytoplasm
SLFN5	Cytoplasm
SLIRP	Mitochondrion
SLIT1	Extracellular
SLIT2	Extracellular
SLIT3	Extracellular
SLITRK1	Cell_membrane
SLITRK2	Cell_membrane
SLITRK3	Cell_membrane
SLITRK4	Cell_membrane
SLITRK5	Cell_membrane
SLITRK6	Cell_membrane
SLK	Cytoplasm
SLN	Golgi_apparatus
SLPI	Extracellular
SLTM	Nucleus
SLU7	Nucleus
SLURP1	Extracellular
SLX4	Nucleus
SLX4IP	Nucleus
SMAD2	Nucleus
SMAD4	Nucleus
SMAD5	Nucleus
SMAD6	Nucleus
SMAD9	Nucleus
SMAGP	Endoplasmic_reticulum
SMAP1	Nucleus
SMARCA2	Nucleus
SMARCA4	Nucleus
SMARCA5	Nucleus
SMARCAL1	Cytoplasm
SMARCC1	Nucleus
SMARCC2	Nucleus
SMARCD1	Nucleus
SMARCD2	Nucleus
SMARCD3	Nucleus
SMARCE1	Nucleus
SMC1A	Cytoplasm
SMC2	Cytoplasm
SMC3	Cytoplasm
SMC4	Cytoplasm
SMC5	Nucleus
SMC6	Nucleus
SMCHD1	Cytoplasm
SMCO1	Cytoplasm
SMCO2	Endoplasmic_reticulum
SMCO3	Peroxisome
SMCO4	Golgi_apparatus
SMCP	Extracellular
SMCR8	Cytoplasm
SMDT1	Mitochondrion
SMG1	Cytoplasm
SMG5	Cytoplasm
SMG8	Nucleus
SMG9	Cytoplasm
SMIM1	Golgi_apparatus
SMIM10	Endoplasmic_reticulum
SMIM10L2A	Mitochondrion
SMIM10L2B	Mitochondrion
SMIM11A	Endoplasmic_reticulum
SMIM11B	Mitochondrion
SMIM12	Mitochondrion
SMIM13	Cell_membrane
SMIM14	Endoplasmic_reticulum
SMIM15	Endoplasmic_reticulum
SMIM17	Endoplasmic_reticulum
SMIM18	Cell_membrane
SMIM19	Endoplasmic_reticulum
SMIM2	Mitochondrion
SMIM20	Mitochondrion
SMIM21	Endoplasmic_reticulum
SMIM22	Cell_membrane
SMIM23	Endoplasmic_reticulum
SMIM24	Cell_membrane
SMIM29	Mitochondrion
SMIM3	Endoplasmic_reticulum
SMIM30	Cell_membrane
SMIM4	Mitochondrion
SMIM5	Cell_membrane
SMIM6	Cell_membrane
SMIM7	Endoplasmic_reticulum
SMIM8	Mitochondrion
SMIM9	Cell_membrane
SMKR1	Mitochondrion
SMLR1	Endoplasmic_reticulum
SMN1	Nucleus
SMN2	Nucleus
SMNDC1	Nucleus
SMO	Cell_membrane
SMOC1	Extracellular
SMOC2	Extracellular
SMPD2	Cell_membrane
SMPD3	Cell_membrane
SMPX	Cytoplasm
SMR3A	Extracellular
SMR3B	Extracellular
SMS	Cytoplasm
SMTN	Cytoplasm
SMTNL1	Cytoplasm
SMURF1	Cytoplasm
SMURF2	Cytoplasm
SMYD1	Cytoplasm
SMYD4	Cytoplasm
SMYD5	Nucleus
SNAI1	Nucleus
SNAI2	Nucleus
SNAI3	Nucleus
SNAP23	Cytoplasm
SNAP25	Cytoplasm
SNAP29	Cytoplasm
SNAPC1	Nucleus
SNAPC2	Nucleus
SNAPC3	Cytoplasm
SNAPC4	Nucleus
SNAPC5	Nucleus
SNAPIN	Cytoplasm
SNCA	Cytoplasm
SNCB	Cytoplasm
SNCG	Cytoplasm
SND1	Cytoplasm
SNED1	Extracellular
SNF8	Cytoplasm
SNIP1	Nucleus
SNN	Cell_membrane
SNPH	Cell_membrane
SNRNP200	Nucleus
SNRNP25	Cytoplasm
SNRNP27	Nucleus
SNRNP35	Nucleus
SNRNP40	Nucleus
SNRNP48	Nucleus
SNRNP70	Nucleus
SNRPA	Nucleus
SNRPA1	Nucleus
SNRPB	Nucleus
SNRPB2	Nucleus
SNRPC	Nucleus
SNRPD1	Mitochondrion
SNRPE	Mitochondrion
SNRPF	Cytoplasm
SNRPG	Cytoplasm
SNRPN	Nucleus
SNTA1	Cytoplasm
SNTB1	Cytoplasm
SNTB2	Mitochondrion
SNTG1	Cytoplasm
SNTG2	Cytoplasm
SNTN	Cell_membrane
SNU13	Cytoplasm
SNUPN	Nucleus
SNURF	Nucleus
SNW1	Nucleus
SNX10	Nucleus
SNX15	Cytoplasm
SNX16	Cytoplasm
SNX17	Cytoplasm
SNX18	Nucleus
SNX2	Cytoplasm
SNX21	Nucleus
SNX22	Nucleus
SNX24	Nucleus
SNX27	Cytoplasm
SNX29	Nucleus
SNX30	Cytoplasm
SNX32	Cytoplasm
SNX33	Nucleus
SNX4	Cytoplasm
SNX5	Cytoplasm
SNX8	Cytoplasm
SNX9	Cytoplasm
SOAT1	Endoplasmic_reticulum
SOAT2	Endoplasmic_reticulum
SOBP	Nucleus
SOCS1	Nucleus
SOCS2	Mitochondrion
SOCS3	Cytoplasm
SOCS4	Nucleus
SOCS5	Nucleus
SOCS6	Nucleus
SOCS7	Nucleus
SOD1	Cytoplasm
SOD3	Extracellular
SOGA3	Golgi_apparatus
SOHLH1	Nucleus
SOHLH2	Cytoplasm
SON	Nucleus
SORBS1	Cytoplasm
SORBS3	Nucleus
SORCS1	Cell_membrane
SORCS2	Cell_membrane
SORCS3	Cell_membrane
SORD	Cytoplasm
SORL1	Cell_membrane
SORT1	Cell_membrane
SOS2	Cytoplasm
SOST	Extracellular
SOSTDC1	Extracellular
SOWAHB	Nucleus
SOWAHC	Cytoplasm
SOX1	Nucleus
SOX10	Nucleus
SOX11	Nucleus
SOX12	Nucleus
SOX13	Nucleus
SOX14	Nucleus
SOX15	Nucleus
SOX17	Nucleus
SOX18	Nucleus
SOX2	Nucleus
SOX21	Nucleus
SOX3	Nucleus
SOX30	Nucleus
SOX4	Nucleus
SOX5	Nucleus
SOX6	Nucleus
SOX7	Nucleus
SOX8	Nucleus
SOX9	Nucleus
SP1	Nucleus
SP100	Nucleus
SP110	Nucleus
SP140L	Nucleus
SP2	Nucleus
SP3	Nucleus
SP4	Nucleus
SP5	Nucleus
SP6	Nucleus
SP7	Nucleus
SP8	Nucleus
SP9	Nucleus
SPA17	Nucleus
SPACA1	Cell_membrane
SPACA3	Extracellular
SPACA4	Extracellular
SPACA5	Extracellular
SPACA5B	Extracellular
SPACA7	Extracellular
SPACA9	Cytoplasm
SPAG11B	Extracellular
SPAG17	Cytoplasm
SPAG4	Endoplasmic_reticulum
SPAG5	Cytoplasm
SPAG6	Cytoplasm
SPAG7	Nucleus
SPAG8	Nucleus
SPANXA1	Nucleus
SPANXA2	Nucleus
SPANXB1	Nucleus
SPANXC	Nucleus
SPANXD	Nucleus
SPANXN1	Nucleus
SPANXN2	Nucleus
SPANXN4	Nucleus
SPANXN5	Nucleus
SPARC	Extracellular
SPART	Cytoplasm
SPATA12	Cytoplasm
SPATA16	Nucleus
SPATA17	Mitochondrion
SPATA18	Cytoplasm
SPATA19	Mitochondrion
SPATA2	Cytoplasm
SPATA21	Cytoplasm
SPATA24	Cytoplasm
SPATA25	Nucleus
SPATA2L	Cytoplasm
SPATA3	Nucleus
SPATA31A3	Cell_membrane
SPATA31A5	Cell_membrane
SPATA31A6	Cell_membrane
SPATA31A7	Cell_membrane
SPATA31D1	Nucleus
SPATA31D3	Nucleus
SPATA31E1	Cell_membrane
SPATA32	Nucleus
SPATA33	Nucleus
SPATA4	Nucleus
SPATA45	Mitochondrion
SPATA46	Nucleus
SPATA5	Nucleus
SPATA5L1	Cytoplasm
SPATA6	Nucleus
SPATA7	Cytoplasm
SPATA9	Mitochondrion
SPATS2	Cytoplasm
SPATS2L	Cytoplasm
SPC25	Cytoplasm
SPCS1	Endoplasmic_reticulum
SPCS2	Endoplasmic_reticulum
SPCS3	Extracellular
SPDEF	Nucleus
SPDL1	Cytoplasm
SPDYA	Nucleus
SPDYC	Cytoplasm
SPDYE1	Nucleus
SPDYE16	Nucleus
SPDYE2	Nucleus
SPDYE2B	Nucleus
SPDYE3	Nucleus
SPDYE4	Nucleus
SPEF1	Nucleus
SPEF2	Cytoplasm
SPEG	Cytoplasm
SPEM1	Cell_membrane
SPEN	Nucleus
SPERT	Cytoplasm
SPESP1	Extracellular
SPG11	Cytoplasm
SPG7	Mitochondrion
SPHAR	Extracellular
SPHKAP	Cytoplasm
SPI1	Nucleus
SPIC	Nucleus
SPICE1	Cytoplasm
SPIDR	Nucleus
SPIN1	Nucleus
SPIN2A	Nucleus
SPIN2B	Nucleus
SPIN4	Cytoplasm
SPINK1	Extracellular
SPINK13	Extracellular
SPINK14	Extracellular
SPINK2	Extracellular
SPINK4	Extracellular
SPINK5	Extracellular
SPINK6	Extracellular
SPINK7	Extracellular
SPINK8	Extracellular
SPINK9	Extracellular
SPINT1	Cell_membrane
SPINT2	Cell_membrane
SPINT3	Extracellular
SPINT4	Extracellular
SPIRE1	Nucleus
SPN	Cell_membrane
SPNS2	Cell_membrane
SPNS3	Cell_membrane
SPO11	Cytoplasm
SPOCK1	Extracellular
SPOCK2	Extracellular
SPON1	Extracellular
SPOP	Nucleus
SPOPL	Nucleus
SPOUT1	Nucleus
SPP1	Extracellular
SPP2	Extracellular
SPPL2A	Cell_membrane
SPPL2B	Cell_membrane
SPPL2C	Cell_membrane
SPR	Mitochondrion
SPRED1	Cell_membrane
SPRED2	Cell_membrane
SPRN	Cell_membrane
SPRR1A	Cytoplasm
SPRR1B	Cytoplasm
SPRR2A	Extracellular
SPRR2B	Extracellular
SPRR2D	Extracellular
SPRR2E	Extracellular
SPRR2F	Extracellular
SPRR2G	Extracellular
SPRR3	Cytoplasm
SPRR4	Nucleus
SPRY1	Nucleus
SPRY2	Cell_membrane
SPRY3	Cell_membrane
SPRYD3	Nucleus
SPSB1	Cytoplasm
SPSB2	Nucleus
SPSB3	Nucleus
SPSB4	Cytoplasm
SPTA1	Cytoplasm
SPTAN1	Cytoplasm
SPTB	Cytoplasm
SPTBN1	Cytoplasm
SPTBN2	Cytoplasm
SPTBN4	Cytoplasm
SPTBN5	Cytoplasm
SPTLC1	Endoplasmic_reticulum
SPTLC2	Peroxisome
SPTSSA	Endoplasmic_reticulum
SPTSSB	Endoplasmic_reticulum
SPTY2D1	Nucleus
SPX	Extracellular
SPZ1	Cytoplasm
SQLE	Endoplasmic_reticulum
SQOR	Mitochondrion
SQSTM1	Nucleus
SRA1	Cytoplasm
SRC	Cytoplasm
SRCAP	Nucleus
SRD5A1	Endoplasmic_reticulum
SRD5A3	Endoplasmic_reticulum
SREK1	Nucleus
SREK1IP1	Nucleus
SRF	Nucleus
SRFBP1	Nucleus
SRGAP1	Cytoplasm
SRGAP2B	Cytoplasm
SRGAP2C	Cytoplasm
SRGAP3	Cytoplasm
SRGN	Extracellular
SRI	Cytoplasm
SRM	Cytoplasm
SRMS	Cytoplasm
SRP14	Mitochondrion
SRP68	Cytoplasm
SRP72	Nucleus
SRP9	Mitochondrion
SRPK2	Nucleus
SRPK3	Nucleus
SRPRA	Mitochondrion
SRPRB	Endoplasmic_reticulum
SRPX2	Extracellular
SRR	Peroxisome
SRRD	Nucleus
SRRM1	Nucleus
SRRM2	Nucleus
SRRM4	Nucleus
SRRM5	Nucleus
SRRT	Nucleus
SRSF10	Nucleus
SRSF11	Nucleus
SRSF12	Nucleus
SRSF2	Nucleus
SRSF3	Nucleus
SRSF4	Nucleus
SRSF5	Nucleus
SRSF7	Nucleus
SRSF8	Nucleus
SRSF9	Nucleus
SRXN1	Cytoplasm
SRY	Nucleus
SS18	Nucleus
SS18L1	Nucleus
SS18L2	Mitochondrion
SSB	Nucleus
SSBP1	Mitochondrion
SSBP2	Nucleus
SSBP3	Nucleus
SSBP4	Nucleus
SSC5D	Extracellular
SSFA2	Cytoplasm
SSMEM1	Nucleus
SSNA1	Cytoplasm
SSPN	Cell_membrane
SSR1	Endoplasmic_reticulum
SSR2	Endoplasmic_reticulum
SSR3	Endoplasmic_reticulum
SSR4	Endoplasmic_reticulum
SSRP1	Nucleus
SSSCA1	Nucleus
SST	Extracellular
SSTR1	Cell_membrane
SSTR2	Cell_membrane
SSTR3	Cell_membrane
SSTR4	Cell_membrane
SSTR5	Cell_membrane
SSU72	Cytoplasm
SSX1	Nucleus
SSX2	Nucleus
SSX2B	Nucleus
SSX2IP	Cytoplasm
SSX3	Nucleus
SSX4	Nucleus
SSX4B	Nucleus
SSX5	Nucleus
SSX7	Nucleus
ST13	Cytoplasm
ST14	Cell_membrane
ST18	Nucleus
ST20	Mitochondrion
ST3GAL1	Golgi_apparatus
ST3GAL2	Endoplasmic_reticulum
ST6GAL2	Golgi_apparatus
ST6GALNAC1	Golgi_apparatus
ST6GALNAC2	Endoplasmic_reticulum
ST6GALNAC4	Golgi_apparatus
ST6GALNAC5	Golgi_apparatus
ST6GALNAC6	Golgi_apparatus
ST7	Endoplasmic_reticulum
ST8SIA1	Golgi_apparatus
ST8SIA2	Endoplasmic_reticulum
ST8SIA3	Golgi_apparatus
ST8SIA4	Golgi_apparatus
ST8SIA5	Golgi_apparatus
ST8SIA6	Endoplasmic_reticulum
STAB1	Extracellular
STAB2	Cell_membrane
STAC	Nucleus
STAC2	Nucleus
STAC3	Nucleus
STAG1	Nucleus
STAG2	Nucleus
STAG3	Nucleus
STAMBP	Cytoplasm
STAMBPL1	Cytoplasm
STAP1	Nucleus
STAP2	Nucleus
STAR	Mitochondrion
STARD10	Nucleus
STARD3	Endoplasmic_reticulum
STARD3NL	Endoplasmic_reticulum
STARD6	Cytoplasm
STARD7	Mitochondrion
STARD8	Nucleus
STAT1	Cytoplasm
STAT2	Cytoplasm
STAT3	Cytoplasm
STAT4	Cytoplasm
STAT5A	Cytoplasm
STAT5B	Cytoplasm
STAT6	Cytoplasm
STATH	Extracellular
STAU1	Nucleus
STBD1	Endoplasmic_reticulum
STC2	Extracellular
STEAP1	Endoplasmic_reticulum
STEAP1B	Endoplasmic_reticulum
STEAP2	Endoplasmic_reticulum
STEAP4	Endoplasmic_reticulum
STH	Cytoplasm
STIL	Nucleus
STIM1	Endoplasmic_reticulum
STIM2	Endoplasmic_reticulum
STIP1	Cytoplasm
STK10	Cytoplasm
STK11	Nucleus
STK16	Cytoplasm
STK17A	Nucleus
STK17B	Nucleus
STK19	Nucleus
STK24	Cytoplasm
STK25	Cytoplasm
STK26	Cytoplasm
STK3	Nucleus
STK31	Cytoplasm
STK32A	Nucleus
STK32B	Nucleus
STK32C	Nucleus
STK33	Nucleus
STK35	Nucleus
STK36	Cytoplasm
STK38	Cytoplasm
STK38L	Cytoplasm
STK39	Nucleus
STK4	Nucleus
STK40	Nucleus
STMN2	Golgi_apparatus
STMND1	Nucleus
STN1	Cytoplasm
STOM	Cell_membrane
STOML2	Mitochondrion
STON1	Cytoplasm
STOX2	Nucleus
STPG1	Nucleus
STPG2	Nucleus
STPG4	Cytoplasm
STRA6	Cell_membrane
STRA8	Cytoplasm
STRADA	Cytoplasm
STRAP	Cytoplasm
STRBP	Nucleus
STRC	Cell_membrane
STRIP2	Cytoplasm
STRN	Nucleus
STRN3	Cytoplasm
STRN4	Nucleus
STS	Cell_membrane
STT3A	Endoplasmic_reticulum
STT3B	Endoplasmic_reticulum
STUB1	Nucleus
STUM	Cell_membrane
STX10	Golgi_apparatus
STX11	Cytoplasm
STX12	Endoplasmic_reticulum
STX17	Mitochondrion
STX18	Endoplasmic_reticulum
STX19	Cytoplasm
STX4	Golgi_apparatus
STX6	Golgi_apparatus
STX7	Golgi_apparatus
STX8	Endoplasmic_reticulum
STXBP1	Cytoplasm
STXBP2	Cytoplasm
STXBP3	Cytoplasm
STXBP4	Cytoplasm
STXBP5	Nucleus
STYK1	Endoplasmic_reticulum
STYX	Cytoplasm
SUB1	Nucleus
SUCLA2	Mitochondrion
SUCLG2	Mitochondrion
SUCNR1	Cell_membrane
SUDS3	Nucleus
SUFU	Cytoplasm
SUGCT	Mitochondrion
SUGP1	Cytoplasm
SUGP2	Cytoplasm
SUGT1	Cytoplasm
